id;doc_type;pmid;pmcid;doi;sentence;batch_name;vocabulary;sentence_id;relation_type;human_annotated;classifier_score;relation_id;entity1_end_index;entity1_start_index;entity1_ne_type;entity1_entity;entity2_end_index;entity2_start_index;entity2_ne_type;entity2_entity;initial_review_completed;nlp_status;out_of_scope;non_mammalian;status_update_time;status_update_uid;status_update_uname;possible_reference;already_exists;incorrect_relationship;submit_for_ke;ke_update_time;ke_update_uid;ke_update_uname;;;
805;f;0;PMC6773902;;Banneheka [35] have observed communications between the ansa cervicalis and the vagus nerve using a surgical microscope.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3398;functional-connectivity;TRUE;1;3401;71;56;structure;ansa cervicalis;91;80;structure;vagus nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
806;f;0;PMC6449595;;The medial plantar nerve (MPN) is the larger of the two terminal divisions of the tibial nerve, which accompanies the medial plantar artery.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3405;structural-connectivity;TRUE;1;3408;24;4;structure;medial plantar nerve;94;82;structure;tibial nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
807;f;0;PMC3713278;;Shimokawa et al. [6] classified the morphology of the pharyngeal nerve into three types according to origin (the glossopharyngeal nerve, vagus nerve, or both).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3411;structural-connectivity;TRUE;1;3415;70;54;structure;pharyngeal nerve;135;113;structure;glossopharyngeal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
808;f;0;PMC3713278;;Shimokawa et al. [6] classified the morphology of the pharyngeal nerve into three types according to origin (the glossopharyngeal nerve, vagus nerve, or both).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3411;structural-connectivity;TRUE;1;3416;70;54;structure;pharyngeal nerve;148;137;structure;vagus nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
809;f;0;PMC5892339;;The cornea is avascular and highly innervated by branches of the nasociliary nerve, a branch of the ophthalmic division of the trigeminal nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3420;structural-connectivity;TRUE;1;3423;82;65;structure;nasociliary nerve;143;127;structure;trigeminal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
810;f;0;PMC2734898;;The sympathetic trunk was identified and the greater splanchnic nerve seen at the T8 level crossing over towards the right crus of the oesophageal opening into the diaphragm [Figure 1].;joe_annotated_pmc_oai;nerve_ganglia_vocab;3429;topological-connectivity;TRUE;1;3432;69;45;structure;greater splanchnic nerve;173;164;structure;diaphragm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
811;f;0;PMC5168900;;Rise in BP is sensed by baroreceptors in the aortic arch and carotid bodies resulting in parasympathetic activity and compensatory bradycardia (via the vagus nerve).[458]Our patient had a unique presentation for several reasons.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3436;general-connectivity;TRUE;1;3441;56;45;structure;aortic arch;157;152;structure;vagus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
812;f;0;PMC5168900;;Rise in BP is sensed by baroreceptors in the aortic arch and carotid bodies resulting in parasympathetic activity and compensatory bradycardia (via the vagus nerve).[458]Our patient had a unique presentation for several reasons.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3436;general-connectivity;TRUE;1;3440;37;24;structure;baroreceptors;157;152;structure;vagus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
813;f;0;PMC2900074;;Though majority of palatal mucosa is innervated by greater palatine nerve it also derives supply from lesser palatine and nasopalatine nerves, all are branches of maxillary nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3444;anatomical-connectivity;TRUE;1;3450;33;19;structure;palatal mucosa;73;51;structure;greater palatine nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
814;f;0;PMC2900074;;Though majority of palatal mucosa is innervated by greater palatine nerve it also derives supply from lesser palatine and nasopalatine nerves, all are branches of maxillary nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3444;structural-connectivity;TRUE;1;3449;73;51;structure;greater palatine nerve;178;163;structure;maxillary nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
815;f;0;PMC2900074;;Though majority of palatal mucosa is innervated by greater palatine nerve it also derives supply from lesser palatine and nasopalatine nerves, all are branches of maxillary nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3444;structural-connectivity;TRUE;1;3451;141;122;structure;nasopalatine nerves;178;163;structure;maxillary nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
816;f;0;PMC3237141;;The posterior surface of the epiglottis and the glottic inlet up to the level of the vocal cords is supplied by the superior laryngeal nerve, a branch of the vagus.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3456;structural-connectivity;TRUE;1;3460;140;116;structure;superior laryngeal nerve;163;158;structure;vagus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
817;f;0;PMC3237141;;The posterior surface of the epiglottis and the glottic inlet up to the level of the vocal cords is supplied by the superior laryngeal nerve, a branch of the vagus.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3456;anatomical-connectivity;TRUE;1;3461;39;29;structure;epiglottis;163;158;structure;vagus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
818;f;0;PMC3237141;;The posterior surface of the epiglottis and the glottic inlet up to the level of the vocal cords is supplied by the superior laryngeal nerve, a branch of the vagus.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3456;anatomical-connectivity;TRUE;1;3462;39;29;structure;epiglottis;140;116;structure;superior laryngeal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
819;f;0;PMC3729994;;Splanchnic nerve plexus is an autonomic nerve plexus supplying upper abdominal organs (stomach, liver, gallbladder, pancreas).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3467;anatomical-connectivity;TRUE;1;3476;23;0;structure;Splanchnic nerve plexus;101;96;structure;liver;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
820;f;0;PMC3729994;;Splanchnic nerve plexus is an autonomic nerve plexus supplying upper abdominal organs (stomach, liver, gallbladder, pancreas).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3467;anatomical-connectivity;TRUE;1;3477;23;0;structure;Splanchnic nerve plexus;94;87;structure;stomach;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
821;f;0;PMC3729994;;Splanchnic nerve plexus is an autonomic nerve plexus supplying upper abdominal organs (stomach, liver, gallbladder, pancreas).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3467;anatomical-connectivity;TRUE;1;3478;23;0;structure;Splanchnic nerve plexus;114;103;structure;gallbladder;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
822;f;0;PMC3729994;;Splanchnic nerve plexus is an autonomic nerve plexus supplying upper abdominal organs (stomach, liver, gallbladder, pancreas).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3467;general-connectivity;TRUE;1;3474;16;0;structure;Splanchnic nerve;101;96;structure;liver;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
823;f;0;PMC3729994;;Splanchnic nerve plexus is an autonomic nerve plexus supplying upper abdominal organs (stomach, liver, gallbladder, pancreas).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3467;anatomical-connectivity;TRUE;1;3475;23;0;structure;Splanchnic nerve plexus;124;116;structure;pancreas;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
824;f;0;PMC3166791;;Branches of the facial (chorda tympani and greater superficial petrosal), glossopharyngeal, and vagus (superior laryngeal) nerves, which synapse with receptor cells in the taste buds, convey taste messages to the first relay nucleus, the rostral part of the nucleus of the tractus solitarius (NTS).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3481;functional-connectivity;TRUE;1;3487;38;24;structure;chorda tympani;291;258;structure;nucleus of the tractus solitarius;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
825;f;0;PMC3166791;;Branches of the facial (chorda tympani and greater superficial petrosal), glossopharyngeal, and vagus (superior laryngeal) nerves, which synapse with receptor cells in the taste buds, convey taste messages to the first relay nucleus, the rostral part of the nucleus of the tractus solitarius (NTS).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3481;functional-connectivity;TRUE;1;3489;101;96;structure;vagus;291;258;structure;nucleus of the tractus solitarius;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
826;f;0;PMC3166791;;Branches of the facial (chorda tympani and greater superficial petrosal), glossopharyngeal, and vagus (superior laryngeal) nerves, which synapse with receptor cells in the taste buds, convey taste messages to the first relay nucleus, the rostral part of the nucleus of the tractus solitarius (NTS).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3481;functional-connectivity;TRUE;1;3488;90;74;structure;glossopharyngeal;291;258;structure;nucleus of the tractus solitarius;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
827;f;0;PMC3166791;;Branches of the facial (chorda tympani and greater superficial petrosal), glossopharyngeal, and vagus (superior laryngeal) nerves, which synapse with receptor cells in the taste buds, convey taste messages to the first relay nucleus, the rostral part of the nucleus of the tractus solitarius (NTS).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3481;functional-connectivity;TRUE;1;3490;71;43;structure;greater superficial petrosal;291;258;structure;nucleus of the tractus solitarius;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
828;f;0;PMC7068845;;In Wildenberg et al. (2011), the authors used BOLD MRI to infer that tongue stimulation results in pontine neuromodulation, via the trigeminal nerve, and it interfaces with the balance-processing network.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3495;functional-connectivity;TRUE;1;3498;75;69;structure;tongue;148;132;structure;trigeminal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
829;f;0;PMC7186395;;In the mitral valve, stimulation of the vagus nerve was reported to alter leaflet stiffness in vivo in sheep (48).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3503;general-connectivity;TRUE;1;3506;19;7;structure;mitral valve;51;40;structure;vagus nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
830;f;0;PMC5723334;;From the aortic arch, the afferent signals are mediated by the aortic depressor nerve, relayed through the nodose ganglia to the nuclei of the nucleus tractus solitarius in the brainstem (43).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3509;anatomical-connectivity;TRUE;1;3519;20;9;structure;aortic arch;186;177;structure;brainstem;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
831;f;0;PMC5723334;;From the aortic arch, the afferent signals are mediated by the aortic depressor nerve, relayed through the nodose ganglia to the nuclei of the nucleus tractus solitarius in the brainstem (43).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3509;anatomical-connectivity;TRUE;1;3516;121;107;structure;nodose ganglia;169;143;structure;nucleus tractus solitarius;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
832;f;0;PMC5723334;;From the aortic arch, the afferent signals are mediated by the aortic depressor nerve, relayed through the nodose ganglia to the nuclei of the nucleus tractus solitarius in the brainstem (43).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3509;anatomical-connectivity;TRUE;1;3515;121;107;structure;nodose ganglia;186;177;structure;brainstem;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
833;f;0;PMC5723334;;From the aortic arch, the afferent signals are mediated by the aortic depressor nerve, relayed through the nodose ganglia to the nuclei of the nucleus tractus solitarius in the brainstem (43).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3509;anatomical-connectivity;TRUE;1;3514;169;143;structure;nucleus tractus solitarius;186;177;structure;brainstem;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
834;f;0;PMC5723334;;From the aortic arch, the afferent signals are mediated by the aortic depressor nerve, relayed through the nodose ganglia to the nuclei of the nucleus tractus solitarius in the brainstem (43).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3509;anatomical-connectivity;TRUE;1;3518;20;9;structure;aortic arch;169;143;structure;nucleus tractus solitarius;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
835;f;0;PMC5723334;;From the aortic arch, the afferent signals are mediated by the aortic depressor nerve, relayed through the nodose ganglia to the nuclei of the nucleus tractus solitarius in the brainstem (43).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3509;anatomical-connectivity;TRUE;1;3517;20;9;structure;aortic arch;121;107;structure;nodose ganglia;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
836;f;0;PMC3644765;;The glossopharyngeal nerve also receives special sensory fibers for taste in the posterior third of the tongue as well as chemoreceptor and baroreceptor afferent inputs from the carotid body and carotid sinuses respectively.[;joe_annotated_pmc_oai;nerve_ganglia_vocab;3524;anatomical-connectivity;TRUE;1;3528;26;4;structure;glossopharyngeal nerve;110;104;structure;tongue;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
837;f;0;PMC3644765;;The glossopharyngeal nerve also receives special sensory fibers for taste in the posterior third of the tongue as well as chemoreceptor and baroreceptor afferent inputs from the carotid body and carotid sinuses respectively.[;joe_annotated_pmc_oai;nerve_ganglia_vocab;3524;anatomical-connectivity;TRUE;1;3529;26;4;structure;glossopharyngeal nerve;190;178;structure;carotid body;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
838;f;0;PMC3644765;;Special attention should be paid to the posterior inferior cerebellar artery (PICA), the anterior inferior cerebellar artery (AICA), and their courses as these vessels often course in the supraolivary fossa, which is the site of origin of glossopharyngeal nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3530;topological-connectivity;TRUE;1;3533;206;188;structure;supraolivary fossa;261;239;structure;glossopharyngeal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
839;f;0;PMC3644777;;The C5 root of the brachial plexus (C5 APR) gives off a branch- the dorsal scapular nerve to the rhomboid and levator scapulae muscles and sometimes a branch to the phrenic nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3536;structural-connectivity;TRUE;1;3540;34;19;structure;brachial plexus;178;165;structure;phrenic nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
840;f;0;PMC3644777;;The C5 root of the brachial plexus (C5 APR) gives off a branch- the dorsal scapular nerve to the rhomboid and levator scapulae muscles and sometimes a branch to the phrenic nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3536;structural-connectivity;TRUE;1;3541;34;19;structure;brachial plexus;89;68;structure;dorsal scapular nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
841;f;0;PMC6181669;;It activates inhibitory reflexes by the afferent of the pudendal nerves, through the projection of the spinal cord, in the same place as bladder projections5).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3546;anatomical-connectivity;TRUE;1;3550;71;56;structure;pudendal nerves;114;103;structure;spinal cord;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
842;f;0;PMC6181669;;It activates inhibitory reflexes by the afferent of the pudendal nerves, through the projection of the spinal cord, in the same place as bladder projections5).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3546;anatomical-connectivity;TRUE;1;3551;71;56;structure;pudendal nerves;144;137;structure;bladder;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
843;f;0;PMC6186317;;This information is integrated and via projections to the rostral and caudal ventrolateral medulla or to the ambiguous nucleus, and then the reflex control of autonomic nerve activity occurs.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3557;functional-connectivity;TRUE;1;3561;126;109;structure;ambiguous nucleus;174;159;structure;autonomic nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
844;f;0;PMC6186317;;This information is integrated and via projections to the rostral and caudal ventrolateral medulla or to the ambiguous nucleus, and then the reflex control of autonomic nerve activity occurs.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3557;functional-connectivity;TRUE;1;3562;98;70;structure;caudal ventrolateral medulla;174;159;structure;autonomic nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
845;f;0;PMC3482518;;The taste impulses initiated in the anterior area of the tongue (lingual V) are transmitted to the medulla oblongata through the gustatory fibers that are first integrated in the lingual nerve (LN), branch of the mandibular division of the trigeminal nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3568;anatomical-connectivity;TRUE;1;3574;63;57;structure;tongue;256;240;structure;trigeminal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
846;f;0;PMC3482518;;The taste impulses initiated in the anterior area of the tongue (lingual V) are transmitted to the medulla oblongata through the gustatory fibers that are first integrated in the lingual nerve (LN), branch of the mandibular division of the trigeminal nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3568;anatomical-connectivity;TRUE;1;3577;49;36;structure;anterior area;256;240;structure;trigeminal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
847;f;0;PMC3482518;;The taste impulses initiated in the anterior area of the tongue (lingual V) are transmitted to the medulla oblongata through the gustatory fibers that are first integrated in the lingual nerve (LN), branch of the mandibular division of the trigeminal nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3568;anatomical-connectivity;TRUE;1;3578;116;99;structure;medulla oblongata;192;179;structure;lingual nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
848;f;0;PMC3482518;;The taste impulses initiated in the anterior area of the tongue (lingual V) are transmitted to the medulla oblongata through the gustatory fibers that are first integrated in the lingual nerve (LN), branch of the mandibular division of the trigeminal nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3568;anatomical-connectivity;TRUE;1;3579;49;36;structure;anterior area;116;99;structure;medulla oblongata;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
849;f;0;PMC3482518;;The taste impulses initiated in the anterior area of the tongue (lingual V) are transmitted to the medulla oblongata through the gustatory fibers that are first integrated in the lingual nerve (LN), branch of the mandibular division of the trigeminal nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3568;anatomical-connectivity;TRUE;1;3580;63;57;structure;tongue;192;179;structure;lingual nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
850;f;0;PMC3482518;;The taste impulses initiated in the anterior area of the tongue (lingual V) are transmitted to the medulla oblongata through the gustatory fibers that are first integrated in the lingual nerve (LN), branch of the mandibular division of the trigeminal nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3568;anatomical-connectivity;TRUE;1;3581;116;99;structure;medulla oblongata;256;240;structure;trigeminal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
851;f;0;PMC3482518;;The taste impulses initiated in the anterior area of the tongue (lingual V) are transmitted to the medulla oblongata through the gustatory fibers that are first integrated in the lingual nerve (LN), branch of the mandibular division of the trigeminal nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3568;structural-connectivity;TRUE;1;3582;192;179;structure;lingual nerve;256;240;structure;trigeminal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
852;f;0;PMC3482518;;The taste impulses initiated in the anterior area of the tongue (lingual V) are transmitted to the medulla oblongata through the gustatory fibers that are first integrated in the lingual nerve (LN), branch of the mandibular division of the trigeminal nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3568;anatomical-connectivity;TRUE;1;3575;49;36;structure;anterior area;192;179;structure;lingual nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
853;f;0;PMC3482518;;The taste impulses initiated in the anterior area of the tongue (lingual V) are transmitted to the medulla oblongata through the gustatory fibers that are first integrated in the lingual nerve (LN), branch of the mandibular division of the trigeminal nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3568;anatomical-connectivity;TRUE;1;3576;63;57;structure;tongue;116;99;structure;medulla oblongata;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
854;f;0;PMC3482518;;After passing through this nerve they leave to form part of the chorda tympani (CT), branch of the facial nerve.;joe_annotated_pmc_oai;nerve_ganglia_vocab;3583;structural-connectivity;TRUE;1;3586;78;64;structure;chorda tympani;111;99;structure;facial nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
855;f;0;PMC3476098;;The sphenopalatine ganglion is the largest peripheral parasympathetic ganglion with connections to the sensory fibers and plexus of the internal carotid artery (4).;joe_annotated_pmc_oai;nerve_ganglia_vocab;3589;anatomical-connectivity;TRUE;1;3592;27;4;structure;sphenopalatine ganglion;159;136;structure;internal carotid artery;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
856;abstract;46156;;;Moreover , the nodose ganglia which are located very close to the SCG exhibited no statistically significant difference in the accumulation of radioactivity at any time.;pmd_abstract_2021_base;nerve_ganglia_vocab;3620;topological connectivity;FALSE;0,967573;3623;29;15;structure;nodose ganglia;69;66;structure;SCG;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
857;abstract;126754;;;Electrical stimulation of threshold branches beyond the celiac ganglion in lightly anesthetized cats results in phrenic nerve responses of two kinds .;pmd_abstract_2021_base;nerve_ganglia_vocab;3632;functional connectivity;FALSE;0,790029;3635;71;56;structure;celiac ganglion;125;112;structure;phrenic nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
858;abstract;204770;;;In the superior cervical ganglion reinnervated by the afferent vagus , activities of choline acetyltransferase and cholinesterase were higher than those in the preganglionically denervated ganglion , but lower than those in the sympathetic preganglionically reinnervated ganglion .;pmd_abstract_2021_base;nerve_ganglia_vocab;3650;anatomical connectivity;FALSE;0,98138;3653;33;7;structure;superior cervical ganglion;68;63;structure;vagus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
859;abstract;566976;;;Baclofen , which acts centrally by potentiating presynaptic inhibition , depressed the pudendal to pudendal nerve reflex and decreased urethral resistance during bladder stimulation .;pmd_abstract_2021_base;nerve_ganglia_vocab;3700;functional connectivity;FALSE;0,63407;3703;95;87;structure;pudendal;113;99;structure;pudendal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
860;abstract;624684;;;"The motor fibres of the phrenic nerve arise in the cervical portion of the spinal cord from a group of lower motor neuron cell bodies called the phrenic nucleus"".""";pmd_abstract_2021_base;nerve_ganglia_vocab;3711;anatomical connectivity;FALSE;0,712166;3714;37;24;structure;phrenic nerve;154;147;structure;phrenic;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
861;abstract;719532;;;Respiratory gating of phrenic motoneuron responses to superior laryngeal nerve stimulation .;pmd_abstract_2021_base;nerve_ganglia_vocab;3732;functional connectivity;FALSE;0,97619;3735;29;22;structure;phrenic;78;54;structure;superior laryngeal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
862;abstract;868520;;;The authors believe that the mechanisms of presynaptic and postsynaptic inhibition participate in the activity of nervous pathways conveying the inhibitory effect of the vagus nerve to the laryngeal and phrenic motor neurons .;pmd_abstract_2021_base;nerve_ganglia_vocab;3757;anatomical connectivity;FALSE;0,829785;3760;181;170;structure;vagus nerve;210;203;structure;phrenic;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
863;abstract;880113;;;The lesion was a smooth lobulated mass and was found to be intimately associated with the tympanic portion of the facial nerve.;pmd_abstract_2021_base;nerve_ganglia_vocab;3763;structural connectivity;FALSE;0,990821;3766;98;90;structure;tympanic;126;114;structure;facial nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
864;abstract;1057378;;;A similiarrelationship was observed when internal intercostal nerve activity and spinal inhibitionof phrenic discharge were evoked by stimulation of the superior laryngeal nerve.;pmd_abstract_2021_base;nerve_ganglia_vocab;3791;functional connectivity;FALSE;0,78707;3794;108;101;structure;phrenic;177;153;structure;superior laryngeal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
865;abstract;1131093;;;In our patient the facial nerve was situated in the external bony ear canal without bony protection just below the skin in the lower part of the external ear canal 2 to 3 mm lateral to the tympanic membrane.;pmd_abstract_2021_base;nerve_ganglia_vocab;3800;topological connectivity;FALSE;0,693182;3803;31;19;structure;facial nerve;197;189;structure;tympanic;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
866;abstract;1178672;;;Pharmacological studies on the superior cervical ganglion reinnervated by the afferent vagus .;pmd_abstract_2021_base;nerve_ganglia_vocab;3813;anatomical connectivity;FALSE;0,984463;3816;57;31;structure;superior cervical ganglion;92;87;structure;vagus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
