o;o_label;o_synonym
http://purl.obolibrary.org/obo/UBERON_0009050;nucleus of solitary tract;nucleus of the tractus solitarius
http://purl.obolibrary.org/obo/UBERON_0009050;nucleus of solitary tract;nucleus of the solitary tract
http://purl.obolibrary.org/obo/UBERON_0009050;nucleus of solitary tract;nuclei tractus solitarii
http://purl.obolibrary.org/obo/UBERON_0009050;nucleus of solitary tract;nucleus tractus solitarii
http://purl.obolibrary.org/obo/UBERON_0009675;chorda tympani branch of facial nerve;tympanic cord
http://purl.obolibrary.org/obo/UBERON_0009675;chorda tympani branch of facial nerve;radix parasympathica ganglii submandibularis
http://purl.obolibrary.org/obo/UBERON_0009675;chorda tympani branch of facial nerve;parasympathetic root of submandibular ganglion
http://purl.obolibrary.org/obo/UBERON_0009675;chorda tympani branch of facial nerve;nervus corda tympani
http://purl.obolibrary.org/obo/UBERON_0009675;chorda tympani branch of facial nerve;facial VII nerve chorda tympani branch
http://purl.obolibrary.org/obo/UBERON_0009675;chorda tympani branch of facial nerve;corda tympani nerve
http://purl.obolibrary.org/obo/UBERON_0009675;chorda tympani branch of facial nerve;chorda tympani nerve
http://purl.obolibrary.org/obo/UBERON_0009675;chorda tympani branch of facial nerve;chorda tympani
http://purl.obolibrary.org/obo/UBERON_0009918;retrotrapezoid nucleus;
http://purl.obolibrary.org/obo/UBERON_0009960;esophagus smooth muscle circular layer;inner circular muscle layer of esophagus
http://purl.obolibrary.org/obo/UBERON_0009960;esophagus smooth muscle circular layer;circular muscle layer of esophagus
http://purl.obolibrary.org/obo/UBERON_0009960;esophagus smooth muscle circular layer;esophagus smooth muscle circular layer
http://purl.obolibrary.org/obo/UBERON_0009961;esophagus smooth muscle longitudinal layer;outer longitudinal muscle layer of esophagus
http://purl.obolibrary.org/obo/UBERON_0009961;esophagus smooth muscle longitudinal layer;longitudinal muscle layer of esophagus
http://purl.obolibrary.org/obo/UBERON_0009961;esophagus smooth muscle longitudinal layer;esophagus smooth muscle longitudinal layer
http://purl.obolibrary.org/obo/UBERON_0010398;spleen marginal sinus;splenic marginal sinus
http://purl.obolibrary.org/obo/UBERON_0011096;lacrimal nerve;nervus lacrimalis
http://purl.obolibrary.org/obo/UBERON_0011173;anterior division of bed nuclei of stria terminalis;bed nucleus of thestria terminalis anterior division
http://purl.obolibrary.org/obo/UBERON_0011173;anterior division of bed nuclei of stria terminalis;bed nucleus of the stria terminalis anterior part
http://purl.obolibrary.org/obo/UBERON_0011173;anterior division of bed nuclei of stria terminalis;bed nucleus of the stria terminalis anterior division
http://purl.obolibrary.org/obo/UBERON_0011173;anterior division of bed nuclei of stria terminalis;bed nuclei of the stria terminals anterior division
http://purl.obolibrary.org/obo/UBERON_0011173;anterior division of bed nuclei of stria terminalis;bed nuclei of the stria terminalis, anterior division
http://purl.obolibrary.org/obo/UBERON_0011173;anterior division of bed nuclei of stria terminalis;bed nuclei of the stria terminalis anterior division
http://purl.obolibrary.org/obo/UBERON_0011173;anterior division of bed nuclei of stria terminalis;anterior part of the bed nucleus of the stria terminalis
http://purl.obolibrary.org/obo/UBERON_0011173;anterior division of bed nuclei of stria terminalis;anterior nuclei of stria terminalis
http://purl.obolibrary.org/obo/UBERON_0011173;anterior division of bed nuclei of stria terminalis;anterior division
http://purl.obolibrary.org/obo/UBERON_0011194;ophthalmic plexus;plexus ophthalmicus
http://purl.obolibrary.org/obo/UBERON_0011194;ophthalmic plexus;opthalmic plexus
http://purl.obolibrary.org/obo/UBERON_0011194;ophthalmic plexus;ophthalmic nerve plexus
http://purl.obolibrary.org/obo/UBERON_0011194;ophthalmic plexus;ophthalmic plexus
http://purl.obolibrary.org/obo/UBERON_0011326;superior laryngeal nerve;superior laryngeal branch of vagus
http://purl.obolibrary.org/obo/UBERON_0011326;superior laryngeal nerve;superior laryngeal branch of inferior vagal ganglion
http://purl.obolibrary.org/obo/UBERON_0011326;superior laryngeal nerve;nervus laryngeus superior
http://purl.obolibrary.org/obo/UBERON_0011326;superior laryngeal nerve;nervus laryngealis superior
http://purl.obolibrary.org/obo/UBERON_0011390;pudendal nerve;pudendal
http://purl.obolibrary.org/obo/UBERON_0011390;pudendal nerve;pudenal nerve
http://purl.obolibrary.org/obo/UBERON_0011390;pudendal nerve;nervus pudendales
http://purl.obolibrary.org/obo/UBERON_0011390;pudendal nerve;nervus pudendae
http://purl.obolibrary.org/obo/UBERON_0011390;pudendal nerve;internal pudendal nerve
http://purl.obolibrary.org/obo/UBERON_0013473;lower esophagus;lower third of esophagus
http://purl.obolibrary.org/obo/UBERON_0013473;lower esophagus;distal part of esophagus
http://purl.obolibrary.org/obo/UBERON_0014277;piriform cortex layer 1;pyriform cortex layer 1
http://purl.obolibrary.org/obo/UBERON_0014277;piriform cortex layer 1;plexiform layer of piriform cortex
http://purl.obolibrary.org/obo/UBERON_0014277;piriform cortex layer 1;piriform cortex plexiform layer
http://purl.obolibrary.org/obo/UBERON_0014277;piriform cortex layer 1;layer 1 of piriform cortex
http://purl.obolibrary.org/obo/UBERON_0014277;piriform cortex layer 1;piriform cortex layer 1
http://purl.obolibrary.org/obo/UBERON_0014283;piriform cortex layer 3;layer 3 of piriform cortex
http://purl.obolibrary.org/obo/UBERON_0014283;piriform cortex layer 3;piriform cortex layer 3
http://purl.obolibrary.org/obo/UBERON_0014284;endopiriform nucleus;layer IV of piriform cortex
http://purl.obolibrary.org/obo/UBERON_0014284;endopiriform nucleus;layer 4 of piriform cortex
http://purl.obolibrary.org/obo/UBERON_0014284;endopiriform nucleus;endopiriform nucleus
http://purl.obolibrary.org/obo/UBERON_0014548;pyramidal layer of CA1;stratum pyramidale of the CA1 field
http://purl.obolibrary.org/obo/UBERON_0014548;pyramidal layer of CA1;stratum pyramidale of CA1
http://purl.obolibrary.org/obo/UBERON_0014548;pyramidal layer of CA1;field CA1, pyramidal layer
http://purl.obolibrary.org/obo/UBERON_0014548;pyramidal layer of CA1;CA1 stratum pyramidale hippocampi
http://purl.obolibrary.org/obo/UBERON_0014548;pyramidal layer of CA1;CA1 stratum pyramidale
http://purl.obolibrary.org/obo/UBERON_0014548;pyramidal layer of CA1;CA1 pyramidal cell layer
http://purl.obolibrary.org/obo/UBERON_0014548;pyramidal layer of CA1;CA1 part of stratum pyramidale hippocampi
http://purl.obolibrary.org/obo/UBERON_0014549;pyramidal layer of CA2;stratum pyramidale of the CA2 field
http://purl.obolibrary.org/obo/UBERON_0014549;pyramidal layer of CA2;stratum pyramidale of CA2
http://purl.obolibrary.org/obo/UBERON_0014549;pyramidal layer of CA2;field CA2, pyramidal layer
http://purl.obolibrary.org/obo/UBERON_0014549;pyramidal layer of CA2;CA2 stratum pyramidale hippocampi
http://purl.obolibrary.org/obo/UBERON_0014549;pyramidal layer of CA2;CA2 part of stratum pyramidale hippocampi
http://purl.obolibrary.org/obo/UBERON_0014550;pyramidal layer of CA3;stratum pyramidale of the CA3 field
http://purl.obolibrary.org/obo/UBERON_0014550;pyramidal layer of CA3;stratum pyramidale of CA3
http://purl.obolibrary.org/obo/UBERON_0014550;pyramidal layer of CA3;field CA3, pyramidal layer
http://purl.obolibrary.org/obo/UBERON_0014550;pyramidal layer of CA3;CA3 stratum pyramidale hippocampi
http://purl.obolibrary.org/obo/UBERON_0014550;pyramidal layer of CA3;CA3 part of stratum pyramidale hippocampi
http://purl.obolibrary.org/obo/UBERON_0014551;CA2 stratum oriens;stratum oriens of the CA2 field
http://purl.obolibrary.org/obo/UBERON_0014551;CA2 stratum oriens;oriens layer of CA2 field
http://purl.obolibrary.org/obo/UBERON_0014551;CA2 stratum oriens;CA2 part of stratum oriens
http://purl.obolibrary.org/obo/UBERON_0014551;CA2 stratum oriens;CA2 stratum oriens
http://purl.obolibrary.org/obo/UBERON_0014552;CA1 stratum oriens;stratum oriens of the CA1 field
http://purl.obolibrary.org/obo/UBERON_0014552;CA1 stratum oriens;oriens layer of CA1 field
http://purl.obolibrary.org/obo/UBERON_0014552;CA1 stratum oriens;CA1 part of stratum oriens
http://purl.obolibrary.org/obo/UBERON_0014552;CA1 stratum oriens;CA1 stratum oriens
http://purl.obolibrary.org/obo/UBERON_0014553;CA3 stratum oriens;stratum oriens of the CA3 field
http://purl.obolibrary.org/obo/UBERON_0014553;CA3 stratum oriens;oriens layer of CA3 field
http://purl.obolibrary.org/obo/UBERON_0014553;CA3 stratum oriens;CA3 part of stratum oriens
http://purl.obolibrary.org/obo/UBERON_0014553;CA3 stratum oriens;CA3 stratum oriens
http://purl.obolibrary.org/obo/UBERON_0014554;CA1 stratum radiatum;stratum radiatum of the CA1 field
http://purl.obolibrary.org/obo/UBERON_0014554;CA1 stratum radiatum;radiate layer of CA1 field
http://purl.obolibrary.org/obo/UBERON_0014554;CA1 stratum radiatum;CA1 part of stratum radiatum
http://purl.obolibrary.org/obo/UBERON_0014554;CA1 stratum radiatum;CA1 stratum radiatum
http://purl.obolibrary.org/obo/UBERON_0014555;CA2 stratum radiatum;stratum radiatum of the CA2 field
http://purl.obolibrary.org/obo/UBERON_0014555;CA2 stratum radiatum;radiate layer of CA2 field
http://purl.obolibrary.org/obo/UBERON_0014555;CA2 stratum radiatum;CA2 part of stratum radiatum
http://purl.obolibrary.org/obo/UBERON_0014555;CA2 stratum radiatum;CA2 stratum radiatum
http://purl.obolibrary.org/obo/UBERON_0014556;CA3 stratum radiatum;stratum radiatum of the CA3 field
http://purl.obolibrary.org/obo/UBERON_0014556;CA3 stratum radiatum;radiate layer of CA3 field
http://purl.obolibrary.org/obo/UBERON_0014556;CA3 stratum radiatum;CA3 part of stratum radiatum
http://purl.obolibrary.org/obo/UBERON_0014556;CA3 stratum radiatum;CA3 stratum radiatum
http://purl.obolibrary.org/obo/UBERON_0014570;CA1 alveus;alveus of the CA1 field
http://purl.obolibrary.org/obo/UBERON_0014571;CA3 alveus;alveus of the CA3 field
http://purl.obolibrary.org/obo/UBERON_0014617;ventral nerve root of thoracic spinal cord;anterior nerve root of thoracic spinal cord
http://purl.obolibrary.org/obo/UBERON_0014617;ventral nerve root of thoracic spinal cord;ventral nerve root of thoracic spinal cord
http://purl.obolibrary.org/obo/UBERON_0015432;accessory olfactory bulb mitral cell layer;accessory olfactory bulb, mitral layer
http://purl.obolibrary.org/obo/UBERON_0016508;pelvic ganglion;pelvic ganglia
http://purl.obolibrary.org/obo/UBERON_0016508;pelvic ganglion;inferior hypogastric ganglion
http://purl.obolibrary.org/obo/UBERON_0018412;vidian nerve;pterygoid canal nerve
http://purl.obolibrary.org/obo/UBERON_0018412;vidian nerve;nerve of the pterygoid canal
http://purl.obolibrary.org/obo/UBERON_0018412;vidian nerve;nerve of pterygoid canal
http://purl.obolibrary.org/obo/UBERON_0018412;vidian nerve;vidian nerve
http://purl.obolibrary.org/obo/UBERON_0018675;pelvic splanchnic nerve;pelvic splanchnic parasympathetic nerve
http://purl.obolibrary.org/obo/UBERON_0018675;pelvic splanchnic nerve;nn erigentes
http://purl.obolibrary.org/obo/UBERON_0018675;pelvic splanchnic nerve;nervi splanchnici pelvici
http://purl.obolibrary.org/obo/UBERON_0018675;pelvic splanchnic nerve;nervi pelvici splanchnici
http://purl.obolibrary.org/obo/UBERON_0018675;pelvic splanchnic nerve;nervi erigentes
http://purl.obolibrary.org/obo/UBERON_0018675;pelvic splanchnic nerve;pelvic splanchnic nerve
http://purl.obolibrary.org/obo/UBERON_0018680;greater splanchnic nerve;greater thoracic splanchnic nerve
http://purl.obolibrary.org/obo/UBERON_0018683;lumbar splanchnic nerve;lumbar splanchnic nerve
http://purl.obolibrary.org/obo/UBERON_0022278;nucleus of pudendal nerve;pudendal neural nucleus
http://purl.obolibrary.org/obo/UBERON_0022278;nucleus of pudendal nerve;Onuf's nucleus
http://purl.obolibrary.org/obo/UBERON_0022278;nucleus of pudendal nerve;nucleus of Onuf
http://purl.obolibrary.org/obo/UBERON_0022301;long ciliary nerve;nervi ciliares longi
http://purl.obolibrary.org/obo/UBERON_0022301;long ciliary nerve;long ciliary nerve
http://purl.obolibrary.org/obo/UBERON_0022302;short ciliary nerve;nervi ciliares brevis
http://purl.obolibrary.org/obo/UBERON_0022302;short ciliary nerve;nervi ciliares breves
http://purl.obolibrary.org/obo/UBERON_0022302;short ciliary nerve;lower branch of ciliary ganglion
http://purl.obolibrary.org/obo/UBERON_0022302;short ciliary nerve;short ciliary nerve
http://purl.obolibrary.org/obo/UBERON_0022317;olfactory cortex layer 1;olfactory cortex plexiform layer
http://purl.obolibrary.org/obo/UBERON_0022317;olfactory cortex layer 1;layer 1 of olfactory cortex
http://purl.obolibrary.org/obo/UBERON_0022318;olfactory cortex layer 2;layer 2 of olfactory cortex
http://purl.obolibrary.org/obo/UBERON_0022326;molecular layer of dorsal cochlear nucleus;MoC
http://purl.obolibrary.org/obo/UBERON_0022326;molecular layer of dorsal cochlear nucleus;dorsal cochlear nucleus molecular layer
http://purl.obolibrary.org/obo/UBERON_0023934;olfactory bulb main glomerular layer;olfactory bulb main glomerular layer
http://purl.obolibrary.org/obo/UBERON_0035044;olfactory cortex layer 3;
http://purl.obolibrary.org/obo/UBERON_0036216;tympanic nerve;tympanic branch of the glossopharyngeal
http://purl.obolibrary.org/obo/UBERON_0036216;tympanic nerve;tympanic branch
http://purl.obolibrary.org/obo/UBERON_0036216;tympanic nerve;tympanic
http://purl.obolibrary.org/obo/UBERON_0036216;tympanic nerve;nerve of jacobson
http://purl.obolibrary.org/obo/UBERON_0036216;tympanic nerve;jacobson%27s nerve
http://purl.obolibrary.org/obo/UBERON_0038727;juxta-intestinal mesenteric lymph node;para-intestinal mesenteric lymph node
http://purl.obolibrary.org/obo/UBERON_0038727;juxta-intestinal mesenteric lymph node;mural mesenteric lymph node
http://uri.interlex.org/base/ilx_0101528;CA2 alveus;
http://uri.interlex.org/base/ilx_0738290;ICG-MCG sympathetic trunk;
http://uri.interlex.org/base/ilx_0738291;T1-ICG sympathetic trunk;
http://uri.interlex.org/base/ilx_0738292;MCG-SCG sympathetic trunk;
http://uri.interlex.org/base/ilx_0738293;Ganglioglomerular nerve;
http://uri.interlex.org/base/ilx_0738304;Wall of arch of aorta;
http://uri.interlex.org/base/ilx_0738308;External branch of inferior laryngeal nerve;
http://uri.interlex.org/base/ilx_0738309;Internal branch of inferior laryngeal nerve;
http://uri.interlex.org/base/ilx_0738312;Aortic arch depressor nerve;
http://uri.interlex.org/base/ilx_0738313;Rami glomi carotici;
http://uri.interlex.org/base/ilx_0738316;Aortic arch baroreceptors;
http://uri.interlex.org/base/ilx_0738317;Laryngeal mechanoreceptors;
http://uri.interlex.org/base/ilx_0738318;Epiglottic mechanoreceptors;
http://uri.interlex.org/base/ilx_0738319;T1-T2 intercostal muscle;
http://uri.interlex.org/base/ilx_0738324;Phrenic nucleus of C4;
http://uri.interlex.org/base/ilx_0738325;Phrenic nucleus of C5;
http://uri.interlex.org/base/ilx_0738372;T1 white ramus;
http://uri.interlex.org/base/ilx_0738432;Sixth lumbar spinal cord segment;L6
http://uri.interlex.org/base/ilx_0738433;Dome of the Bladder;
http://uri.interlex.org/base/ilx_0738444;interscapular brown adipose tissue;iBAT
http://uri.interlex.org/base/ilx_0739295;Thirteenth thoracic ganglion;thirteenth thoracic sympathetic ganglion
http://uri.interlex.org/base/ilx_0739295;Thirteenth thoracic ganglion;T13 sympathetic ganglion
http://uri.interlex.org/base/ilx_0739296;fifth lumbar sympathetic ganglion;L5 sympathetic ganglion
http://uri.interlex.org/base/ilx_0739296;fifth lumbar sympathetic ganglion;fifth lumbar ganglion
http://uri.interlex.org/base/ilx_0739297;sixth lumbar sympathetic ganglion;sixth lumbar ganglion
http://uri.interlex.org/base/ilx_0739297;sixth lumbar sympathetic ganglion;L6 sympathetic ganglion
http://uri.interlex.org/base/ilx_0739299;Gray communicating ramus of sixth lumbar nerve;L6 gray ramus
http://uri.interlex.org/base/ilx_0739303;gray communicating ramus of second thoracic nerve;T2 gray ramus
http://uri.interlex.org/base/ilx_0739304;gray communicating ramus of third thoracic nerve;T3 gray ramus
http://uri.interlex.org/base/ilx_0770759;Lamina propria mucosae of descending colon;
http://uri.interlex.org/base/ilx_0771089;Serosa of descending colon;
http://uri.interlex.org/base/ilx_0773760;Circular muscle layer of descending colon;
http://uri.interlex.org/base/ilx_0774266;T1 sympathetic ganglion;First thoracic ganglion
http://uri.interlex.org/base/ilx_0776070;Longitudinal muscle layer of descending colon;
http://uri.interlex.org/base/ilx_0776616;External carotid nerve;
http://uri.interlex.org/base/ilx_0777086;T12 - T13 Interganglionic segment;
http://uri.interlex.org/base/ilx_0777087;T13 - L1 Interganglionic segment;
http://uri.interlex.org/base/ilx_0777088;L1 - L2 interganglionic segment;
http://uri.interlex.org/base/ilx_0777089;L2 - L3 interganglionic segment;
http://uri.interlex.org/base/ilx_0777090;L3 - L4 interganglionic segment;
http://uri.interlex.org/base/ilx_0777091;L4 - L5 interganglionic segment;
http://uri.interlex.org/base/ilx_0777092;L5 - L6 interganglionic segment;
http://uri.interlex.org/base/ilx_0777093;L6 - S1 interganglionic segment;
http://uri.interlex.org/base/ilx_0777094;T1 - T2 Interganglionic segment;
http://uri.interlex.org/base/ilx_0777095;T2 - T3 Interganglionic segment;
http://uri.interlex.org/base/ilx_0777096;T3 - T4 Interganglionic segment;
http://uri.interlex.org/base/ilx_0777097;T4 - T5 Interganglionic segment;
http://uri.interlex.org/base/ilx_0777098;T5 - T6 Interganglionic segment;
http://uri.interlex.org/base/ilx_0784378;Ninth thoracic ganglion;
http://uri.interlex.org/base/ilx_0784439;Gray communicating ramus of fifth thoracic anterior ramus;T5 gray ramus
http://uri.interlex.org/base/ilx_0784721;Eighth thoracic ganglion;
http://uri.interlex.org/base/ilx_0784804;Anterior root of third thoracic nerve;
http://uri.interlex.org/base/ilx_0785421;Anterior root of first lumbar nerve;
http://uri.interlex.org/base/ilx_0785733;Gray communicating ramus of second lumbar nerve;
http://uri.interlex.org/base/ilx_0785825;Gray communicating ramus of first lumbar nerve;
http://uri.interlex.org/base/ilx_0785932;Gray communicating ramus of third lumbar nerve;
http://uri.interlex.org/base/ilx_0786141;Fifth thoracic ganglion;
http://uri.interlex.org/base/ilx_0786228;Second thoracic ganglion;
http://uri.interlex.org/base/ilx_0786272;Fourth thoracic ganglion;
http://uri.interlex.org/base/ilx_0786722;Third thoracic ganglion;
http://uri.interlex.org/base/ilx_0786933;Second lumbar ganglion;
http://uri.interlex.org/base/ilx_0787009;Twelfth thoracic ganglion;
http://uri.interlex.org/base/ilx_0787082;Gray communicating ramus of first intercostal nerve;
http://uri.interlex.org/base/ilx_0787520;Anterior root of third lumbar nerve;
http://uri.interlex.org/base/ilx_0787562;Gray communicating ramus of third intercostal nerve;
http://uri.interlex.org/base/ilx_0787722;Anterior root of first thoracic nerve;
http://uri.interlex.org/base/ilx_0787946;Gray communicating ramus of sixth intercostal nerve;
http://uri.interlex.org/base/ilx_0788022;Gray communicating ramus of thoracic nerve;
http://uri.interlex.org/base/ilx_0788026;Anterior root of eighth thoracic nerve;
http://uri.interlex.org/base/ilx_0788315;Third lumbar ganglion;
http://uri.interlex.org/base/ilx_0788536;Gray communicating ramus of fourth lumbar nerve;
http://uri.interlex.org/base/ilx_0788675;Anterior root of second lumbar nerve;
http://uri.interlex.org/base/ilx_0788945;Gray communicating ramus of fourth thoracic anterior nerve;T4 gray ramus
http://uri.interlex.org/base/ilx_0789109;First sacral ganglion;
http://uri.interlex.org/base/ilx_0789339;Pharyngeal branch of glossopharyngeal nerve;
http://uri.interlex.org/base/ilx_0789862;First lumbar ganglion;L1 sympathetic ganglion
http://uri.interlex.org/base/ilx_0789894;Anterior root of second thoracic nerve;
http://uri.interlex.org/base/ilx_0789947;Sixth thoracic ganglion;
http://uri.interlex.org/base/ilx_0789966;Anterior root of seventh thoracic nerve;
http://uri.interlex.org/base/ilx_0789968;Anterior root of fourth lumbar nerve;
http://uri.interlex.org/base/ilx_0790146;Anterior root of fifth thoracic nerve;
http://uri.interlex.org/base/ilx_0790472;Fourth lumbar ganglion;
http://uri.interlex.org/base/ilx_0790482;Seventh thoracic ganglion;
http://uri.interlex.org/base/ilx_0790497;Gray communicating ramus of cervicothoracic ganglion to first thoracic spinal nerve;
http://uri.interlex.org/base/ilx_0791062;Anterior root of sixth thoracic nerve;
http://uri.interlex.org/base/ilx_0791105;Gray communicating ramus of second intercostal nerve;
http://uri.interlex.org/base/ilx_0791148;Anterior root of fifth lumbar nerve;
http://uri.interlex.org/base/ilx_0791932;Anterior root of ninth thoracic nerve;
http://uri.interlex.org/base/ilx_0792627;White communicating ramus of thoracic anterior ramus;
http://uri.interlex.org/base/ilx_0792838;Anterior root of fourth thoracic nerve;
http://uri.interlex.org/base/ilx_0792853;Anterior root of first sacral nerve;
http://uri.interlex.org/base/ilx_0793082;celiac ganglion- superior mesenteric ganglion complex;CSMG
http://uri.interlex.org/base/ilx_0793082;celiac ganglion- superior mesenteric ganglion complex;coeliac-superior mesenteric ganglion complex
http://uri.interlex.org/base/ilx_0793141;urethral rhabdosphincter;
http://uri.interlex.org/base/ilx_0793178;intrapancreatic ganglia;
http://uri.interlex.org/base/ilx_0793208;White communicating ramus of second thoracic anterior ramus;T2 white ramus
http://uri.interlex.org/base/ilx_0793209;White communicating ramus of third thoracic anterior ramus;T3 white ramus
http://uri.interlex.org/base/ilx_0793210;White communicating ramus of fourth thoracic anterior ramus;T4 white ramus
http://uri.interlex.org/base/ilx_0793211;White communicating ramus of fifth thoracic anterior ramus;T5 white ramus
http://uri.interlex.org/base/ilx_0793212;White communicating ramus of sixth thoracic anterior ramus;T6 white ramus
http://uri.interlex.org/base/ilx_0793220;White communicating ramus of first lumbar anterior ramus;L1 white ramus
http://uri.interlex.org/base/ilx_0793221;White communicating ramus of second lumbar anterior ramus;L2 white ramus
http://uri.interlex.org/base/ilx_0793228;Gray communicating ramus of first sacral nerve;S1 gray ramus
http://uri.interlex.org/base/ilx_0793335;T5 sympathetic chain;
http://uri.interlex.org/base/ilx_0793336;T6 sympathetic chain;
http://uri.interlex.org/base/ilx_0793357;Thirteenth thoracic spinal cord segment;T13 spinal cord segment
http://uri.interlex.org/base/ilx_0793357;Thirteenth thoracic spinal cord segment;T13 segment
http://uri.interlex.org/base/ilx_0793359;Thirteenth thoracic dorsal root ganglion;
http://uri.interlex.org/base/ilx_0793360;Sixth lumbar dorsal root ganglion;Sixth lumbar spinal ganglion
http://uri.interlex.org/base/ilx_0793360;Sixth lumbar dorsal root ganglion;L6 dorsal root ganglia
http://uri.interlex.org/base/ilx_0793361;White communicating ramus of third lumbar anterior ramus;L3 white ramus
http://uri.interlex.org/base/ilx_0793362;White communicating ramus of fourth lumbar anterior ramus;L4 white ramus
http://uri.interlex.org/base/ilx_0793550;mediastinal ganglion;
http://uri.interlex.org/base/ilx_0793555;Atrial intrinsic cardiac ganglion;atrial ganglionated plexus
http://uri.interlex.org/base/ilx_0793556;ventricular intrinsic cardiac ganglion;Ventricular ganglionated plexus
http://uri.interlex.org/base/ilx_0793559;bladder nerve;nerve of bladder
http://uri.interlex.org/base/ilx_0793560;External laryngeal nerve;external superior laryngeal nerve
http://uri.interlex.org/base/ilx_0793560;External laryngeal nerve;External laryngeal nerve
http://uri.interlex.org/base/ilx_0793561;Internal branch of superior laryngeal nerve;Internal superior laryngeal nerve
http://uri.interlex.org/base/ilx_0793561;Internal branch of superior laryngeal nerve;Internal laryngeal nerve
http://uri.interlex.org/base/ilx_0793563;splenic nerve;Splenic nerve plexus
http://uri.interlex.org/base/ilx_0793570;trachea parasympathetic ganglia;
http://uri.interlex.org/base/ilx_0793571;bronchus parasympathetic ganglia;
http://uri.interlex.org/base/ilx_0793572;bronchiole parasympathetic ganglia;
http://uri.interlex.org/base/ilx_0793573;terminal bronchiole parasympathetic ganglia;
http://uri.interlex.org/base/ilx_0793613;Epithelium of pancreatic acinus;
http://uri.interlex.org/base/ilx_0793615;Ventral root of the sixth lumbar nerve;Anterior root of sixth lumbar nerve
http://uri.interlex.org/base/ilx_0793617;T2 sympathetic chain;
http://uri.interlex.org/base/ilx_0793618;T3 sympathetic chain;
http://uri.interlex.org/base/ilx_0793619;T4 sympathetic chain;
http://uri.interlex.org/base/ilx_0793621;External carotid nerve plexus;
http://uri.interlex.org/base/ilx_0793626;ventrolateral periaqueductal gray;
http://uri.interlex.org/base/ilx_0793632;lumbar colonic nerve;
http://uri.interlex.org/base/ilx_0793641;Arteriole in circular muscle layer of descending colon;
http://uri.interlex.org/base/ilx_0793642;Arteriole in lamina propria of mucosa of descending colon;
http://uri.interlex.org/base/ilx_0793643;Arteriole in longitudinal muscle layer of descending colon;
http://uri.interlex.org/base/ilx_0793644;Arteriole in myenteric nerve plexus of descending colon;
http://uri.interlex.org/base/ilx_0793645;Arteriole in serosa of descending colon;
http://uri.interlex.org/base/ilx_0793646;Arteriole in submucous nerve plexus of descending colon;
http://uri.interlex.org/base/ilx_0793656;myenteric nerve plexus of stomach;
http://uri.interlex.org/base/ilx_0793657;Myenteric nerve plexus of descending colon;
http://uri.interlex.org/base/ilx_0793659;Submucous nerve plexus of descending colon;
http://uri.interlex.org/base/ilx_0793660;myenteric nerve plexus of lower esophagus;
http://uri.interlex.org/base/ilx_0793663;Arteriole in connective tissue of bladder neck;
http://uri.interlex.org/base/ilx_0793664;Arteriole in connective tissue of bladder dome;
http://uri.interlex.org/base/ilx_0793667;myenteric plexus of gastric antrum;
http://uri.interlex.org/base/ilx_0793668;myenteric plexus of proximal duodenum;
http://uri.interlex.org/base/ilx_0793669;basement membrane of pancreatic acinus;
http://uri.interlex.org/base/ilx_0793671;adventitia of superior mesenteric artery;
http://uri.interlex.org/base/ilx_0793673;Nerve plexus in adventitia of splenic artery;
http://uri.interlex.org/base/ilx_0793674;nerve plexus in adventitia of inferior pancreaticoduodenal artery;
http://uri.interlex.org/base/ilx_0793675;adventitia of celiac trunk;
http://uri.interlex.org/base/ilx_0793676;nerve plexus in adventitia of hepatic artery;
http://uri.interlex.org/base/ilx_0793680;Perimarginal cavernous sinus;
http://uri.interlex.org/base/ilx_0793681;Marginal zone network;
http://uri.interlex.org/base/ilx_0793697;Intermediolateral nucleus of second thoracic segment;T2 intermediolateral nucleus
http://uri.interlex.org/base/ilx_0793697;Intermediolateral nucleus of second thoracic segment;T2 intermediolateral cell column
http://uri.interlex.org/base/ilx_0793698;Intermediolateral nucleus of third thoracic segment;T3 intermediolateral nucleus
http://uri.interlex.org/base/ilx_0793698;Intermediolateral nucleus of third thoracic segment;T3 intermediolateral cell column
http://uri.interlex.org/base/ilx_0793699;Intermediolateral nucleus of fourth thoracic segment;T4 intermediolateral nucleus
http://uri.interlex.org/base/ilx_0793699;Intermediolateral nucleus of fourth thoracic segment;T4 intermediolateral cell column
http://uri.interlex.org/base/ilx_0793700;Intermediolateral nucleus of fifth thoracic segment;
http://uri.interlex.org/base/ilx_0793701;Intermediolateral nucleus of sixth thoracic segment;T6 intermediorlateral nucleus
http://uri.interlex.org/base/ilx_0793701;Intermediolateral nucleus of sixth thoracic segment;T6 intermediolateral nucleus
http://uri.interlex.org/base/ilx_0793702;Greater petrosal nerve;
http://uri.interlex.org/base/ilx_0793711;Communicating branch of zygomatic nerve;Communicating branch with zygomatic nerve
http://uri.interlex.org/base/ilx_0793711;Communicating branch of zygomatic nerve;Communicating branch to V1
http://uri.interlex.org/base/ilx_0793712;Zygomatic nerve;Zygomatic branch of V2
http://uri.interlex.org/base/ilx_0793713;Deep petrosal nerve;Sympathetic root of pterygopalatine ganglion
http://uri.interlex.org/base/ilx_0793714;Mesenteric nerve;
http://uri.interlex.org/base/ilx_0793722;Lesser petrosal nerve;
http://uri.interlex.org/base/ilx_0793723;Auriculotemporal nerve;
