id,pmid,pmcid,doi,sentence,batch_name,sentence_id,out_of_scope
nlp-113-20241028,38427579,PMC10962410,10.1590/2175-8239-JBN-2023-0079en,"The pudendal nerve is a motor and sensory nerve originating from the second, third, and fourth sacral nerve roots.",oscapify_template,nlp-113-20241028,no
nlp-114-20241028,38534437,PMC10967710,10.3390/biology13030167,"The trigeminal nerve (TN), or fifth cranial nerve, provides sensory–motor function via its three branches: V1, V2, and V3.",oscapify_template,nlp-114-20241028,no
nlp-115-20241028,38539594,PMC10968796,10.3390/brainsci14030205,"One of the mechanisms of action of ear acupuncture is thought to be mediated via vagal nerve stimulation [16], but other mechanisms may be involved, including trigeminal nerve stimulation (TNS) [17].",oscapify_template,nlp-115-20241028,no
nlp-116-20241028,38541837,PMC10971037,10.3390/jcm13061611,"Given the anatomic relationship of VS, tumor growth can lead to facial nerve (FN) dysfunction, trigeminal nerve dysfunction (TN), cerebellar dysfunction, brainstem compression, and hydrocephalus [3].",oscapify_template,nlp-116-20241028,no
nlp-117-20241028,38448588,PMC10972749,10.1038/s41586-024-07144-2,"CSN and glosso., glossopharyngeal nerve, including the carotid sinus nerve (CSN).",oscapify_template,nlp-117-20241028,no
nlp-118-20241028,38558265,PMC10984883,10.1007/s00784-024-05626-1,"Taste sensation from the anterior two-thirds of the tongue is carried by the parasympathetic fibers of the chorda tympani, a branch of the facial nerve that joins the lingual nerve while taste sensation from the posterior one-third is carried by the glossopharyngeal nerve.",oscapify_template,nlp-118-20241028,no
nlp-119-20241028,38558357,PMC10984891,10.1007/s40520-024-02739-1,"Furthermore, Nakazato et al. reported the increase of electrogustometry thresholds in older subjects at the chorda tympani and glossopharyngeal nerve areas from the age of 60 years, and at the greater petrosal nerve area after 70 years old [17].",oscapify_template,nlp-119-20241028,no
nlp-120-20241028,38568325,PMC10991030,10.1007/s10151-024-02916-4,PTNS was first proposed as a treatment for FI in 2003 [24] based on the hypothesis that stimulation of the posterior tibial nerve could result in similar effects seen with SNM given the shared origin with the pudendal nerve in the sacral nerve roots [8].,oscapify_template,nlp-120-20241028,no
nlp-121-20241028,38576012,PMC10993477,10.1186/s40001-024-01815-6,The Stellate Ganglion (SG) is a sympathetic ganglion that results from the fusion of the inferior cervical ganglion and the first thoracic ganglion.,oscapify_template,nlp-121-20241028,no
nlp-122-20241028,38576012,PMC10993477,10.1186/s40001-024-01815-6,The Stellate Ganglion (SG) is a sympathetic ganglion that results from the fusion of the inferior cervical ganglion and the first thoracic ganglion.,oscapify_template,nlp-122-20241028,no
nlp-123-20241028,38576012,PMC10993477,10.1186/s40001-024-01815-6,Stellate Ganglion Block (SGB) is a clinical procedure that involves the injection of a local anesthetic (such as ropivacaine or bupivacaine) alongside the sympathetic ganglion.,oscapify_template,nlp-123-20241028,no
nlp-124-20241028,38576012,PMC10993477,10.1186/s40001-024-01815-6,"As the sympathetic ganglion, the SG reduces sympathetic activity, thus resulting in a slower heart rate; however, some reports suggest that the cervical ganglion and vagus nerve travel within the same vascular sheath [17].",oscapify_template,nlp-124-20241028,no
nlp-125-20241028,38576012,PMC10993477,10.1186/s40001-024-01815-6,"Of course, there is also a mix of sympathetic and vagal fibers, the stellate ganglion also contains vagus nerve fibers [22].etc.",oscapify_template,nlp-125-20241028,no
nlp-126-20241028,37972275,PMC10994524,10.1093/brain/awad381,"Since it was difficult to differentiate the glossopharyngeal nerve from the vagus nerve on the sections, both nerves were described as a unit.",oscapify_template,nlp-126-20241028,no
nlp-127-20241028,38482488,PMC10935511,10.1016/j.cpnec.2024.100226,"However, because some vagus nerves innervate the heart, vagus nerve activation can be determined by measuring heart rate and heart-rate variability (HRV), or variations in the time interval between consecutive heartbeats.",oscapify_template,nlp-127-20241028,no
nlp-128-20241028,38496342,PMC10943270,10.2147/JPR.S450008,"The course of those fibers is as follows: exit the spinal cord, pass through the paravertebral ganglion at the same level (without synapsing) and into the splanchnic nerves (sympathetic).",oscapify_template,nlp-128-20241028,no
nlp-129-20241028,37589339,PMC10953350,10.1113/JP284191,"The carotid bodies are innervated by the carotid sinus nerve branch of the glossopharyngeal nerve and project centrally into the NTS through the ST (Paxinos et al., 2012), with carotid sinus nerve firing proportional to the severity of hypoxia (Lopez‐Barneo et al., 2008).",oscapify_template,nlp-129-20241028,no
nlp-130-20241028,38525119,PMC10960246,10.1002/lio2.1226,Exemplary of this are the internal jugular vein and primitive head sinus which migrate laterally to several neural ganglion while still noted to lie medial to the developing Gasserian ganglion and trigeminal nerve.,oscapify_template,nlp-130-20241028,no
nlp-131-20241028,38111224,PMC7615838,10.1002/mds.29690,"The auricular branch of the vagus nerve (ABVN) is an afferent vagus branch and is accessible through the inner tragus, providing a door for the electric stimulation of the ascending vagus and of the central nervous system.",oscapify_template,nlp-131-20241028,no
nlp-132-20241028,38606024,PMC11007451,10.7759/cureus.58012,"On exit, the phrenic nerve anastomoses with the ansa cervicalis, putting itself in direct communication with the cervical plexus (C1-C4) and with the vagus nerve (X) [20].",oscapify_template,nlp-132-20241028,no
nlp-133-20241028,38606024,PMC11007451,10.7759/cureus.58012,"Before entering the mediastinum, the phrenic nerve anastomoses with the stellate ganglion or cervicothoracic ganglion, often forming plexiform structures [27,28].",oscapify_template,nlp-133-20241028,no
nlp-134-20241028,38606024,PMC11007451,10.7759/cureus.58012,"The phrenic nerve can anastomose with the subclavian ansa, the nerve that communicates directly with the stellate ganglion and the middle sympathetic ganglion, and the laryngeal recurrent nerve of the vagus [28].",oscapify_template,nlp-134-20241028,no
nlp-135-20241028,38606024,PMC11007451,10.7759/cureus.58012,"Indirectly, via the stellate ganglion, the phrenic nerve can be put in communication with the visceral sympathetic system, such as the nerves to the larynx, trachea, pharynx, and esophagus, and inferior cardiac nerves [29].",oscapify_template,nlp-135-20241028,no
nlp-136-20241028,38607005,PMC11011452,10.3390/cells13070566,"This topic could be of considerable interest, as the nodose ganglia give rise to the vagus nerve, which controls numerous autonomic functions and mediates essential reflexes, and whose stimulation is used for treating various disorders.",oscapify_template,nlp-136-20241028,no
nlp-137-20241028,38610679,PMC11012902,10.3390/jcm13071914,"One of the most significant structures related to the thyroid gland is the recurrent laryngeal nerve (RLN), a branch of the vagus nerve.",oscapify_template,nlp-137-20241028,no
nlp-138-20241028,38615463,PMC11021950,10.1016/j.ijscr.2024.109445,"Our group suspect the Schwannoma in this case was originated from the maxillary nerve, which is a branch of the trigeminal nerve, and develops from the superior labialis nerve [12,14].",oscapify_template,nlp-138-20241028,no
nlp-139-20241028,38638307,PMC11024438,10.3389/fneur.2024.1367974,"Specifically, the dorsal motor nucleus of the vagus nerve (DMV) receives signals from vagus parasympathetic neurons and projects them throughout the gastrointestinal system.",oscapify_template,nlp-139-20241028,no
nlp-140-20241028,38646210,PMC11032512,10.7759/cureus.56698,"The ophthalmic division of the trigeminal nerve further anatomically segregates into the nasociliary, frontal, and lacrimal branches.",oscapify_template,nlp-140-20241028,no
nlp-141-20241028,38654803,PMC11037877,10.7759/cureus.56836,"It is a continuation of the longest branch, taking its origin from the pterygopalatine ganglion, one of the nasal branches and is called the nasopalatine nerve.",oscapify_template,nlp-141-20241028,no
nlp-142-20241028,38666878,PMC11047897,10.3390/biology13040266,"The cardiac preganglionic parasympathetic axons of the vagus nerve (Figure 6 in red) primarily arise from medullar neurons placed in the dorsal motor nucleus of the vagus (DMV), expanding presumably wider into the ventrolateral portion of the nucleus ambiguus (NAmb).",oscapify_template,nlp-142-20241028,no
nlp-143-20241028,38672218,PMC11048189,10.3390/biomedicines12040864,The lingual nerve is a branch of the trigeminal nerve arising from its mandibular division.,oscapify_template,nlp-143-20241028,no
nlp-144-20241028,38674131,PMC11050549,10.3390/ijms25084546,"The CT is derived from the fourth branchial arch and is innervated by the superior laryngeal nerve, a branch of the vagus (cranial nerve X).",oscapify_template,nlp-144-20241028,no
nlp-145-20241028,39128057,PMC11075027,10.5152/eurasianjmed.2023.23284,"A pterygopalatine ganglion is also a parasympathetic ganglion, and secretory fibers travel with the deep branches of the trigeminal nerves.",oscapify_template,nlp-145-20241028,no
nlp-146-20241028,38485498,PMC11017082,10.24272/j.issn.2095-8137.2023.231,"In addition, the tympanic cavity contains the ossicular chain and facial nerve, along with its branches, closely mirroring the location and proximity of these structures in humans (Yi et al., 2014).",oscapify_template,nlp-146-20241028,no
nlp-147-20241028,38628609,PMC11021114,10.25259/JCIS_6_2024,"The midface’s skin and mucosa are supplied by maxillary nerve, which is the second division of trigeminal nerve and gives rise to infraorbital nerve.",oscapify_template,nlp-147-20241028,no
nlp-148-20241028,38617358,PMC11014580,10.1101/2024.04.06.588368,"We conducted an experiment simulating human thyroidectomy in NHPs, a surgery in which accidental injury of the recurrent laryngeal nerve (RLN), a branch of the vagus nerve that innervates all of the intrinsic muscles of the larynx except the cricothyroid muscles, is common.",oscapify_template,nlp-148-20241028,no
nlp-149-20241028,38669336,PMC11051663,10.1126/sciadv.adn3760,"Some of these pathways, including preganglionic, sympathetic fibers in the splanchnic nerve that project to the celiac ganglion (6), may be involved in the effects of chronic VNS that we report.",oscapify_template,nlp-149-20241028,no
nlp-150-20241028,38676927,PMC11067456,10.1016/j.xpro.2024.103036,The splanchnic-celiac-superior mesenteric ganglion complex (SCSMG) receives neuronal inputs from the splanchnic nerves (preganglionic fibers) and mostly innervates the upper abdominal visceral organs through the postganglionic fibers arising from the SCSMG.,oscapify_template,nlp-150-20241028,no
nlp-151-20241028,38720682,PMC11074658,10.21037/gs-24-90,"The motor fibers of the phrenic nerve innervate the phrenic muscle, which is the main driving force of human breathing.",oscapify_template,nlp-151-20241028,no
nlp-152-20241028,38720840,PMC11074729,10.21037/qims-23-1421,"In approximately 80% of the population, the inferior cervical ganglion fuses with the first thoracic ganglion to form the cervicothoracic ganglion, which is also known as the stellate ganglion (13).",oscapify_template,nlp-152-20241028,no
nlp-153-20241028,37327260,PMC10270513,10.1097/MD.0000000000034078,"8] The parasympathetic nerve of the pterygoid canal nerve comes from the great petrosal nerve, a branch of the facial nerve, and the anterior ethmoidal nerve originates from the ophthalmic branch of the trigeminal nerve.",oscapify_template,nlp-153-20241028,no
nlp-154-20241028,37436058,PMC10410660,10.52054/FVVO.15.2.073,"In women, the distal portion of the pudendal nerve divides into three terminal branches: the dorsal nerve of the clitoris, the perineal nerve that gives the posterior labia nerve, and the inferior rectal nerve that gives the rectal plexus.",oscapify_template,nlp-154-20241028,no
nlp-155-20241028,37436058,PMC10410660,10.52054/FVVO.15.2.073,"In women, the distal portion of the pudendal nerve divides into three terminal branches: the dorsal nerve of the clitoris, the perineal nerve that gives the posterior labia nerve, and the inferior rectal nerve that gives the rectal plexus.",oscapify_template,nlp-155-20241028,no
nlp-156-20241028,37576831,PMC10413872,10.3389/fvets.2023.1225567,"Theoretically, the glossopharyngeal nerve (cranial nerve IX) functions as a sensory function in the back 1/3 of the tongue, communicates with the vagus nerve, and constitutes sensory and motor nerves in the mucous membrane and muscles of the pharynx (3, 9, 14).",oscapify_template,nlp-156-20241028,no
nlp-157-20241028,37575296,PMC10416636,10.3389/fnins.2023.1184051,"Specifically, efferent communication from the vagus nerve to the dorsal motor nucleus to the celiac ganglion may reduce peripheral cytokines through the CAIP.",oscapify_template,nlp-157-20241028,no
nlp-158-20241028,37575296,PMC10416636,10.3389/fnins.2023.1184051,"The vagus nerve is the tenth cranial nerve, named for the Latin word meaning “wandering” due to its extensive afferent and efferent projections throughout the body.",oscapify_template,nlp-158-20241028,no
nlp-159-20241028,37557034,PMC10424205,10.1016/j.ijscr.2023.108629,3The glossopharyngeal nerve emerges from the cranial part of the medulla and leaves as 3 or 4 roots in the groove between the olive and the inferior cerebellar peduncle directly superior to the vagus nerve.,oscapify_template,nlp-159-20241028,no
nlp-160-20241028,37593266,PMC10428081,10.7759/cureus.41997,"Then, the facial nerve is mobilized along its entire mastoid and tympanic course up to the geniculate ganglion (long anterior rerouting technique).",oscapify_template,nlp-160-20241028,no
nlp-161-20241028,37626811,PMC10452234,10.3390/biomedicines11082315,It is the largest parasympathetic ganglion associated with branches of the maxillary nerve close to the sphenopalatine foramen [48].,oscapify_template,nlp-161-20241028,no
nlp-162-20241028,37626811,PMC10452234,10.3390/biomedicines11082315,The maxillary nerve exits the skull base through the foramen rotundum and divides into branches to the pterygopalatine ganglion and then across the pterygopalatine fossa.,oscapify_template,nlp-162-20241028,no
nlp-163-20241028,37626811,PMC10452234,10.3390/biomedicines11082315,Peripheral interventions involve blocking or destroying a portion of the trigeminal nerve distal to the Gasserian ganglion [19] (Figure 4).,oscapify_template,nlp-163-20241028,no
nlp-164-20241028,37631049,PMC10458472,10.3390/ph16081136,"Meanwhile, the submandibular ganglion, positioned within the submandibular gland (SMG) and near the lingual nerve, hosts the cell bodies of parasympathetic fibers that supply the SMG and sublingual gland (SLG), including their myoepithelial cells.",oscapify_template,nlp-164-20241028,no
nlp-165-20241028,37564483,PMC10411147,10.1055/s-0042-1755308,"The rootlets of the vagus nerve run caudally to the glossopharyngeal nerve, coursing ventrally to the choroid plexus of the foramen of Luschka, and entering the JF posteriorly to the glossopharyngeal nerve in conjunction with the cranial component of the spinal accessory nerve.",oscapify_template,nlp-165-20241028,no
nlp-166-20241028,37564483,PMC10411147,10.1055/s-0042-1755308,"The rootlets of the vagus nerve run caudally to the glossopharyngeal nerve, coursing ventrally to the choroid plexus of the foramen of Luschka, and entering the JF posteriorly to the glossopharyngeal nerve in conjunction with the cranial component of the spinal accessory nerve.",oscapify_template,nlp-166-20241028,no
nlp-167-20241028,37564483,PMC10411147,10.1055/s-0042-1755308,"After radical mastoidectomy, the dura of the middle and posterior cranial fossae is visible along with the middle ear, the semi-circular canals, and the facial nerve in its tympanic and mastoid parts.",oscapify_template,nlp-167-20241028,no
nlp-168-20241028,37564478,PMC10411173,10.1055/s-0042-1742766,"Thereafter, the drilling was performed judiciously in the posteroinferior part as the facial nerve runs lateral to the tympanic annulus in this region.",oscapify_template,nlp-168-20241028,no
nlp-169-20241028,37621299,PMC10446277,10.1002/lio2.1125,"Thus, damage to the vagal nerve proximal to the branch point of the superior laryngeal nerve results in more severe swallowing disorder due to impairment of sensation and motion in the larynx.",oscapify_template,nlp-169-20241028,no
nlp-170-20241028,37636514,PMC10450574,10.1039/d3ra04704k,Parts of the tympanic segment of the facial nerve and tendon of the m.,oscapify_template,nlp-170-20241028,no
